source_id,source_name,relation,target_id,target_name,evidence
H029,茯神,来源于,L002,《中国药典》2020版,《中国药典》
H030,朱砂,来源于,L002,《中国药典》2020版,《中国药典》
H031,磁石,来源于,L002,《中国药典》2020版,《中国药典》
H032,龙骨,来源于,L002,《中国药典》2020版,《中国药典》
H033,牡蛎,来源于,L002,《中国药典》2020版,《中国药典》
H034,茯苓,来源于,L002,《中国药典》2020版,《中国药典》
H035,猪苓,来源于,L002,《中国药典》2020版,《中国药典》
H036,泽泻,来源于,L002,《中国药典》2020版,《中国药典》
H037,薏苡仁,来源于,L002,《中国药典》2020版,《中国药典》
H038,车前子,来源于,L002,《中国药典》2020版,《中国药典》
H039,滑石,来源于,L002,《中国药典》2020版,《中国药典》
H040,茵陈,来源于,L002,《中国药典》2020版,《中国药典》
H041,苍术,来源于,L002,《中国药典》2020版,《中国药典》
H042,厚朴,来源于,L002,《中国药典》2020版,《中国药典》
H043,藿香,来源于,L002,《中国药典》2020版,《中国药典》
H044,砂仁,来源于,L002,《中国药典》2020版,《中国药典》
H045,豆蔻,来源于,L002,《中国药典》2020版,《中国药典》
H046,麻黄,来源于,L002,《中国药典》2020版,《中国药典》
H047,桂枝,来源于,L002,《中国药典》2020版,《中国药典》
H048,紫苏,来源于,L002,《中国药典》2020版,《中国药典》
H049,生姜,来源于,L002,《中国药典》2020版,《中国药典》
H050,荆芥,来源于,L002,《中国药典》2020版,《中国药典》
H051,防风,来源于,L002,《中国药典》2020版,《中国药典》
H052,羌活,来源于,L002,《中国药典》2020版,《中国药典》
H053,白芷,来源于,L002,《中国药典》2020版,《中国药典》
H054,薄荷,来源于,L002,《中国药典》2020版,《中国药典》
H055,金银花,来源于,L002,《中国药典》2020版,《中国药典》
H056,连翘,来源于,L002,《中国药典》2020版,《中国药典》
H057,菊花,来源于,L002,《中国药典》2020版,《中国药典》
H058,桑叶,来源于,L002,《中国药典》2020版,《中国药典》
H059,柴胡,来源于,L002,《中国药典》2020版,《中国药典》
H060,升麻,来源于,L002,《中国药典》2020版,《中国药典》
H061,葛根,来源于,L002,《中国药典》2020版,《中国药典》
H062,石膏,来源于,L002,《中国药典》2020版,《中国药典》
H063,知母,来源于,L002,《中国药典》2020版,《中国药典》
H064,栀子,来源于,L002,《中国药典》2020版,《中国药典》
H065,黄芩,来源于,L002,《中国药典》2020版,《中国药典》
H066,黄连,来源于,L002,《中国药典》2020版,《中国药典》
H067,黄柏,来源于,L002,《中国药典》2020版,《中国药典》
H068,龙胆,来源于,L002,《中国药典》2020版,《中国药典》
H069,生地黄,来源于,L002,《中国药典》2020版,《中国药典》
H070,玄参,来源于,L002,《中国药典》2020版,《中国药典》
H071,牡丹皮,来源于,L002,《中国药典》2020版,《中国药典》
H072,赤芍,来源于,L002,《中国药典》2020版,《中国药典》
H073,青蒿,来源于,L002,《中国药典》2020版,《中国药典》
H074,地骨皮,来源于,L002,《中国药典》2020版,《中国药典》
H075,陈皮,来源于,L002,《中国药典》2020版,《中国药典》
H076,枳壳,来源于,L002,《中国药典》2020版,《中国药典》
H077,木香,来源于,L002,《中国药典》2020版,《中国药典》
H078,香附,来源于,L002,《中国药典》2020版,《中国药典》
H079,佛手,来源于,L002,《中国药典》2020版,《中国药典》
H080,川芎,来源于,L002,《中国药典》2020版,《中国药典》
H081,丹参,来源于,L002,《中国药典》2020版,《中国药典》
H082,桃仁,来源于,L002,《中国药典》2020版,《中国药典》
H083,红花,来源于,L002,《中国药典》2020版,《中国药典》
H084,延胡索,来源于,L002,《中国药典》2020版,《中国药典》
H085,半夏,来源于,L002,《中国药典》2020版,《中国药典》
H086,桔梗,来源于,L002,《中国药典》2020版,《中国药典》
H087,杏仁,来源于,L002,《中国药典》2020版,《中国药典》
H088,瓜蒌,来源于,L002,《中国药典》2020版,《中国药典》
H089,大黄,来源于,L002,《中国药典》2020版,《中国药典》
H090,芒硝,来源于,L002,《中国药典》2020版,《中国药典》
H091,附子,来源于,L002,《中国药典》2020版,《中国药典》
H092,干姜,来源于,L002,《中国药典》2020版,《中国药典》
H093,肉桂,来源于,L002,《中国药典》2020版,《中国药典》
H094,吴茱萸,来源于,L002,《中国药典》2020版,《中国药典》
H095,山楂,来源于,L002,《中国药典》2020版,《中国药典》
H096,神曲,来源于,L002,《中国药典》2020版,《中国药典》
H097,麦芽,来源于,L002,《中国药典》2020版,《中国药典》
H098,三七,来源于,L002,《中国药典》2020版,《中国药典》
H099,天麻,来源于,L002,《中国药典》2020版,《中国药典》
H100,钩藤,来源于,L002,《中国药典》2020版,《中国药典》
F001,四君子汤,来源于,L001,《方剂学》教材,《方剂学》
F002,补中益气汤,来源于,L001,《方剂学》教材,《方剂学》
F003,参苓白术散,来源于,L001,《方剂学》教材,《方剂学》
F004,四物汤,来源于,L001,《方剂学》教材,《方剂学》
F005,当归补血汤,来源于,L001,《方剂学》教材,《方剂学》
F006,八珍汤,来源于,L001,《方剂学》教材,《方剂学》
F007,归脾汤,来源于,L001,《方剂学》教材,《方剂学》
F008,炙甘草汤,来源于,L001,《方剂学》教材,《方剂学》
F009,六味地黄丸,来源于,L001,《方剂学》教材,《方剂学》
F010,一贯煎,来源于,L001,《方剂学》教材,《方剂学》
F011,酸枣仁汤,来源于,L001,《方剂学》教材,《方剂学》
F012,天王补心丹,来源于,L001,《方剂学》教材,《方剂学》
F013,交泰丸,来源于,L001,《方剂学》教材,《方剂学》
F014,安神定志丸,来源于,L001,《方剂学》教材,《方剂学》
F015,麻黄汤,来源于,L001,《方剂学》教材,《方剂学》
F016,桂枝汤,来源于,L001,《方剂学》教材,《方剂学》
F017,银翘散,来源于,L001,《方剂学》教材,《方剂学》
F018,桑菊饮,来源于,L001,《方剂学》教材,《方剂学》
F019,小柴胡汤,来源于,L001,《方剂学》教材,《方剂学》
F020,逍遥散,来源于,L001,《方剂学》教材,《方剂学》
F021,白虎汤,来源于,L001,《方剂学》教材,《方剂学》
F022,黄连解毒汤,来源于,L001,《方剂学》教材,《方剂学》
F023,龙胆泻肝汤,来源于,L001,《方剂学》教材,《方剂学》
F024,清营汤,来源于,L001,《方剂学》教材,《方剂学》
F025,平胃散,来源于,L001,《方剂学》教材,《方剂学》
F026,藿香正气散,来源于,L001,《方剂学》教材,《方剂学》
F027,五苓散,来源于,L001,《方剂学》教材,《方剂学》
F028,真武汤,来源于,L001,《方剂学》教材,《方剂学》
F029,理中丸,来源于,L001,《方剂学》教材,《方剂学》
F030,四逆汤,来源于,L001,《方剂学》教材,《方剂学》
F031,半夏厚朴汤,来源于,L001,《方剂学》教材,《方剂学》
F032,柴胡疏肝散,来源于,L001,《方剂学》教材,《方剂学》
F033,越鞠丸,来源于,L001,《方剂学》教材,《方剂学》
F034,血府逐瘀汤,来源于,L001,《方剂学》教材,《方剂学》
F035,补阳还五汤,来源于,L001,《方剂学》教材,《方剂学》
F036,川芎茶调散,来源于,L001,《方剂学》教材,《方剂学》
F037,半夏白术天麻汤,来源于,L001,《方剂学》教材,《方剂学》
F038,保和丸,来源于,L001,《方剂学》教材,《方剂学》
F039,二陈汤,来源于,L001,《方剂学》教材,《方剂学》
F040,止嗽散,来源于,L001,《方剂学》教材,《方剂学》
L001,《方剂学》教材,记载,F001,四君子汤,《方剂学》
L001,《方剂学》教材,记载,F002,补中益气汤,《方剂学》
L001,《方剂学》教材,记载,F003,参苓白术散,《方剂学》
L001,《方剂学》教材,记载,F004,四物汤,《方剂学》
L001,《方剂学》教材,记载,F005,当归补血汤,《方剂学》
L001,《方剂学》教材,记载,F006,八珍汤,《方剂学》
L001,《方剂学》教材,记载,F007,归脾汤,《方剂学》
L001,《方剂学》教材,记载,F008,炙甘草汤,《方剂学》
L001,《方剂学》教材,记载,F009,六味地黄丸,《方剂学》
L001,《方剂学》教材,记载,F010,一贯煎,《方剂学》
L001,《方剂学》教材,记载,F011,酸枣仁汤,《方剂学》
L001,《方剂学》教材,记载,F012,天王补心丹,《方剂学》
L001,《方剂学》教材,记载,F013,交泰丸,《方剂学》
L001,《方剂学》教材,记载,F014,安神定志丸,《方剂学》
L001,《方剂学》教材,记载,F015,麻黄汤,《方剂学》
L001,《方剂学》教材,记载,F016,桂枝汤,《方剂学》
L001,《方剂学》教材,记载,F017,银翘散,《方剂学》
L001,《方剂学》教材,记载,F018,桑菊饮,《方剂学》
L001,《方剂学》教材,记载,F019,小柴胡汤,《方剂学》
L001,《方剂学》教材,记载,F020,逍遥散,《方剂学》
L001,《方剂学》教材,记载,F021,白虎汤,《方剂学》
L001,《方剂学》教材,记载,F022,黄连解毒汤,《方剂学》
L001,《方剂学》教材,记载,F023,龙胆泻肝汤,《方剂学》
L001,《方剂学》教材,记载,F024,清营汤,《方剂学》
L001,《方剂学》教材,记载,F025,平胃散,《方剂学》
L001,《方剂学》教材,记载,F026,藿香正气散,《方剂学》
L001,《方剂学》教材,记载,F027,五苓散,《方剂学》
L001,《方剂学》教材,记载,F028,真武汤,《方剂学》
L001,《方剂学》教材,记载,F029,理中丸,《方剂学》
L001,《方剂学》教材,记载,F030,四逆汤,《方剂学》
L001,《方剂学》教材,记载,F031,半夏厚朴汤,《方剂学》
L001,《方剂学》教材,记载,F032,柴胡疏肝散,《方剂学》
L001,《方剂学》教材,记载,F033,越鞠丸,《方剂学》
L001,《方剂学》教材,记载,F034,血府逐瘀汤,《方剂学》
L001,《方剂学》教材,记载,F035,补阳还五汤,《方剂学》
L001,《方剂学》教材,记载,F036,川芎茶调散,《方剂学》
L001,《方剂学》教材,记载,F037,半夏白术天麻汤,《方剂学》
L001,《方剂学》教材,记载,F038,保和丸,《方剂学》
L001,《方剂学》教材,记载,F039,二陈汤,《方剂学》
L001,《方剂学》教材,记载,F040,止嗽散,《方剂学》
